Date,Time,Artist(s),Instruments/Details,Venue,Source
2025-12-28,09:15,Manasa Subramanian,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-28,10:45,Rhea Rajesh,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-28,12:15,Sahana Renganathan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-28,14:45,Aditi Aiyer,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-28,16:30,Vaibhav Ramu,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-28,18:30,Amritha Murali,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-29,09:00,Divya Sundaram,Violin,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-29,10:00,Rishi Swaminathan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-29,11:00,Vrishank Ramadugu,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-29,12:00,Akshara Gundimeda,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-29,13:00,Prithvi Krish,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-29,14:45,Aravind Sundar,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-29,16:30,Suchitra,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-29,18:30,Aswath Narayanan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-30,09:00,Bhargav Sampathkumaran,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-30,10:00,Shashank Ganesan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-30,11:00,Shreebala S R,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-30,12:00,Sahana Sreeram,Violin,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-30,13:00,Samarth Anantuni,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-30,14:00,Neha Murthy,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-30,14:45,Dr K Gayatri,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-30,16:30,Anirudh Raja,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-30,18:30,VVS Murari & Vittal Ramamurthy,Violin Duet,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-31,09:00,Vishnupriya Rangarajan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-31,10:00,Ganpati Ramanath,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-31,14:45,Vanitha Suresh,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-31,16:30,Athreya Krishna,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-31,18:30,Bharath Sundar,Violin Duet (Format listed in ad),Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-01,09:00,Chaitanya Bhajan Mandali,Kuthuvilakku Radha Kalyanam,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-01,10:45,Dhrithi Balaji,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-01,14:45,Dr V Subashri,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-01,16:30,Bhargavi Chandrasekhar,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-01,18:30,JB Sruthi Sagar,Flute,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-02,09:15,Shilpa Sadagopalan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-02,10:45,Sri Sri Sisters (Sriya Srinivas & Sreeja Srinivas),,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-02,12:15,Sahana Arvind,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-02,14:45,Shri Sisters (V Madhuvanthi & V Sumetha),,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-02,16:30,Archana & Aarathi,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-02,18:30,KS Vishnudev,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-03,09:15,Petrezasabu,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-03,10:45,Rasika Shivakumar,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-03,12:15,Aadhya Sreedharan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-03,14:45,Abilash Giriprasad,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-03,16:30,Abhinaya Ananthanarayanan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-03,18:30,Ramakrishnamurthy,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-04,09:15,Suhasini Harsha,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-04,10:45,Sanjana Raman,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-04,12:15,Vishwesh Kasi,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-04,16:30,Nanditha Kannan,Nada Pallava Awardee,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-04,18:30,Sid Sriram,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-05,09:00,Abhinav Kailash,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-05,10:00,Vasanth Ranganathan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-05,11:00,Srikar Satish,Flute,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-05,12:00,Shubhada Karnamadakala,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-05,13:00,Shruthi Kumar,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-05,14:45,Dr Deepika Janakiraman,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-05,16:30,Archana & Samanvi,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-05,18:30,Amrutha Venkatesh,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-06,14:45,Aadithyadev,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-06,16:30,Vivek Moozhikulam,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-06,18:30,Lalitha & Nandhini,Violin Duet,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-07,14:45,Dr Sanjay Subramanian (USA),,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-07,16:30,Preethi & Mahathi,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-07,18:30,Kunnakudi Balamuralikrishna,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-08,14:45,Rajeswari Shankar,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-08,16:30,S Kirthana,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-08,18:30,Kalyanapuram Aravind,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-09,14:45,Bharadwaj Subramanian,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-09,16:30,Pavithra Parthasarathy,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-09,18:30,Carnatica Brothers (KN Sasikiran & P Ganesh),,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-10,09:15,Lavanya Karthikeyan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-10,10:45,Priya Krishnamurthy,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-10,12:15,Harish Venkataraman,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-10,14:45,Veena Venkataramani,Veenai,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-10,16:30,Mathangi Kailasanath,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-10,18:30,Sikkil Gurucharan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-11,09:15,Smt Kamali Kumar,Tevaram Innisai,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-11,11:00,Students of Revathy Santanakrishnan,Thiyagaraja Pancharatnam Kritis,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-11,14:45,Shruthi Shankar Kumar,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-11,16:30,Cotah Sisters (Purva Dhanashree & Pavani),,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-11,18:30,Sandeep Narayan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-12,14:45,Sanjana Krishnan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-12,16:30,Purva Dhanashree & Pavani (Duet),,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-12,18:30,Gayatri Venkataraghavan,Nada Vallabha Awardee,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-13,14:45,Jayashree Vaidyanathan & Sahana Satish,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-13,16:30,Madurai N Sivaganesh,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-13,18:30,Akkarai Sisters (S Subhalakshmi & S Sornalatha),Violin Duet/Vocal,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-14,16:00,Students of Premalaya (Dis. of Smt. Latha Aravindan),Premalaya Natya Nikethan,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-14,17:20,Sneha Mahesh,Dis. of Smt. Priya Murle,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-14,18:45,Students of Smt. TM Sridevi,Tvarita Silambam,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-15,16:00,Harshini R,Dis. of Smt. HN Nadhini Suresh (Sri Sai Nrithyalaya),Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-15,17:20,Jaiwanthi Rajan,Dis. of Smt. Latha Aravindan,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-15,18:45,Students of Premalaya Natya Nikethan,,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-16,16:00,Kum. Srianantha Kamali,Dis. of Smt. Priya Murle,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-16,17:20,Smt. H N Nadhini Suresh,Sri Sai Nrithyalaya,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-16,18:45,Students of Kala Utsava,Venkatakaviyum Venugananum (Guru Smt. Archana Chandrasekaran),Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-17,16:00,Kum Ananya Bharath,Dis. of Smt. K R Manasvini,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-17,17:20,Shrinidhi B Lalgudi,Dis. of Smt. Sharadha Sethuraman,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-17,18:45,Smt. Priya Murle & Students of Shri Silamban Academy,Sudha Dhaara - Dance Drama,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-18,18:45,Adithishree Suresh,Dis. of Smt. Vijayanthi Alwan,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-24,18:45,Srekala Bharath & Tejas,Shanmatha Sthapaka Sankara Sankara,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-25,18:45,Aparna Krishnamurthy Nirupa Venugopalan & Aishwarya Sabarish,Sangama Trayam - Dis. of Dr Lakshmi Ramaswamy,Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2026-01-26,18:45,Students of Shanti Kala Niketan,Group Presentation (Guru Smt. Sunitta Menghanaani),Sri Ganapathi Sachchidananda Ashram Hall Baby Nagar Velachery,REVNADSUDH9172
2025-12-17,18:00,Sri. T.N. Suresh - Dr. Thiruvaarur Bakthavathsalam - Dr. Kanchana Janardhanan,Inauguration & Title Conferral (Sangeetha Kala Nipuna / Nrithya Kala Nipuna),The Mylapore Fine Arts Club,MFAC8918
2025-12-17,19:15,Roja Kannan's Bharatha Natyalaya,Bharathanatyam (Bhaje Pandurangam),The Mylapore Fine Arts Club,MFAC8918
2025-12-18,18:30,Papanasam Ashok Ramani - R. Raghul - R. Sankaranarayanan - Trichy Krishnaswamy,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-19,09:00,Vaibhav Prakash - Sudarshan Prasanna - Angiras Mahadevan,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-19,10:15,Pranav Kikkeri - Prithvi Bhaskar - Pranav Krishna,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-19,16:00,M.K. Sankaran Namboodhri - V.V. Ravi - Melakaveri K. Balaji,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-19,18:30,S. Saketharaman - H.N. Bhaskar - Sai Giridhar - Vazhapally Krishnakumar,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-20,09:00,Aadhya Sridharan - Somanath Dandibhotla - Aswath Karunakaran,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-20,10:15,Shradha Ganesh - Bhargav Tumkur - Pranav Subramanya,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-20,16:00,R. Ashwathnarayanan - Sruthi Sarathy - A. Rohith,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-20,18:30,S. Sowmya - Embar S. Kannan - Neyveli R. Narayanan - G. Chandrasekara Sharma,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-21,09:00,Manasa Subramanian - Pranav Praveen - Anirudh Suresh,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-21,10:15,Vaibhav Ramu - Sameth Sitaraman - Sriram Natarajan,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-21,16:00,B. Vijayagopal - Rishabh Ranganathan - Melakaveri K. Balaji,Flute & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-21,18:30,Akkarai Sisters (S. Subhalakshmi & S. Somalatha) - Sruthi Sarathy - M.V. Chandrasekar - N. Guruprasad,Vocal Duet & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-22,09:00,Surya Ganesan & Sathya Ganesan - Srihari Vittal - Myan Sudarshan,Vocal Duet & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-22,10:15,Sruthi Ramesh - Srinath Hariharan - Navneeth Gopinath,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-22,16:00,Vignesh Ishwar - H.N. Bhaskar - K. Arunprakash,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-22,18:30,Nisha Rajagopalan - V.V.S. Murari - S.J. Arjun Ganesh - G. Chandrasekara Sharma,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-23,09:00,Dhrithi Balaji - Tejas Murali - Anirudh Ganesan,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-23,10:15,Dr. Sanjay Subramanian - Sahana Sriram - Ashwin Balachandran,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-23,16:00,Chinmaya Sisters (Uma & Radhika) - Sanjith Narayanan - Neyveli Skandasubramaniam - Sowmiyanarayanan,Vocal Duet & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-23,18:30,Malladi Brothers (Sriram Prasad & Ravikumar) - Embar S. Kannan - Trichy S. Sankaran - Dr. Suresh Vaidyanathan,Vocal Duet & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-24,09:00,Neha Murthy - Karthik Subramanian - Ashrith Aravind,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-24,10:15,Rishabh Kaushik - Pramati Barath - Akshanan Mayuran,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-24,16:00,Maharajapuram Ganesh Viswanathan - M. Vijayganesh - J. Vaidyanathan,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-24,18:30,Dr. Nithyashree Mahadevan - Parur M.A. Krishnaswamy - Neyveli Skandasubramaniam - N. Sundar,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-25,09:00,Krishna Palya - Srivathsan Srinivasan,Veena & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-25,10:15,Rhea Rajesh - Vishal Sowmyan - Srihari Raman,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-25,16:00,Ramnath Venkat Bhagavath - M. Vijayganesh - Sunaada Krishnan,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-25,18:30,Bharat Sundar - H.N. Bhaskar - Thiruvaarur Bakthavathsalam - B.S. Purushotham,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-26,09:00,Prajna Adiga - Malladi Sindhu Rajeswari - Malladi Sivanand,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-26,10:15,Prithvi Harish - Shreelakshmi Bhat - B.N. Kasinath,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-26,16:00,Rithvik Raja - M. Rajeev - N.C. Bharadwaj,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-26,18:30,Dr. Pantula Rama - M.S.N. Murthy - Parupalli S. Phalgun - Dr. S. Karthick,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-27,09:00,Harish Venkataraman - Karthik Subramanaim - Naren Pullela,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-27,10:15,Srividya Vasudevan - Subashree Shivaramakrishna - Neyveli K.V. Ramkumar,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-27,16:00,Jayashree Vaidyanathan - Meera Sivaramakrishnan - Sherthalai R. Ananthakrishnan - Udupi Srikanth,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-27,18:30,Madurai T.N.S. Krishna - B.U. Ganeshprasad,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-28,09:00,Sanika Pande - Visesh Upoor - Navneeth Gopinath,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-28,10:15,Sowmya Subramaniam - T. Kishore - Ajay Gopi,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-28,16:00,Sankari Krishnan - Padma Shankar - Sherthalai R. Ananthakrishnan,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-28,18:30,B. Suchithra,Sangeetha Upanyasam (Chidambara Mahathmiyam - Aarudhra Darisanam),The Mylapore Fine Arts Club,MFAC8918
2025-12-29,09:00,Rasika Sivakumar - Visesh Upoor - Srihari Raman,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-29,10:15,Vaishnavi Anand - Bombay V. Anand - Kallidaikuruchi Sivakumar,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-29,16:00,Amritha Murali - V.V.S. Murari - B. Sivaraman,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-29,18:30,Sikkil C. Gurucharan - S.R. Mahadeva Sharma - K.V. Prasad - Vaikom R. Gopalakrishnan,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-30,09:00,Saarang Arun - Srinivas Vadhiraj - Krish Mohan,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-30,10:15,Trichy L. Saravanan - Bombay V Anand - Kallidaikuruchi Sivakumar,Flute & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-30,16:00,Carnatica Brothers (K.N. Sashikiran & P. Ganesh) - M.A. Sundareswaran - Tiruvarur Vaidyanathan - S. Sunilkumar,Vocal Duet & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-30,18:30,Jayanthi Kumaresh - B.U. Jayachandra Rao - Pramath Kiran,Veena & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-31,09:00,Aarya Suri - Visesh Uppoor - Arvind Raman,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-31,10:15,Villianur G. Lalitha - Gopi Lakshminarayan,Veena & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2025-12-31,16:00,K. Gayathri - Vittal Rangan - Sai Giridhar,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2026-01-01,09:00,Lalgudi G.J.R. Krishnan & Lalgudi Vijayalakshmi - Trichy S. Sankaran - Dr. Suresh Vaidyanathan,Violin Duet & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2026-01-01,16:00,R. Suryaprakash - S.R. Mahadeva Sharma - Tiruvarur Vaidyanathan,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2026-01-01,18:30,Gayathri Venkataraghavan - Mysore V. Srikanth - N. Manoj Siva - K.V. Gopalakrishnan,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2026-01-02,09:00,Vishwesh Kasi - VSK Raghavan - Naren Pullela,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2026-01-02,10:15,Vignesh & Aparna Thyagarajan - Ajeet Sridhar,Violin Duet & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2026-01-02,16:00,Vidya Kalyanaraman - Bombay Madhavan - Praveen Sparsh,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2026-01-02,17:45,Smt. Aarthi Narain,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-02,18:30,Kunnakudi M. Balamuralikrishna - Anayampatti G. Venkatasubramaniam - Thiruvaarur Bakthavathsalam - B. Shreesundarkumar,Vocal & Accompaniments,The Mylapore Fine Arts Club,MFAC8918
2026-01-02,19:15,Kum. Aananya Magesh,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-03,16:15,Kum. Shweta Srinivasan,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-03,17:45,Kum. Anjani Chebrolu (USA),Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-03,19:15,Kum. Rithikaiyer,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-04,16:15,Kum. Rakshita Sivakumar,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-04,17:45,Kum. Dhinushri Sivakumar,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-04,19:15,Kum. Anjali Talluru,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-05,17:45,Kum. Abhinaya V.,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-05,19:15,Kum. Shraddha Sridhar & Kum. Megha Suresh,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-06,17:45,Kum. Nishkala Ranjeev & Kum. Nirantara Ranjeev,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-06,19:15,Students of Guru Vanishree Ravishankar,Guruguho Jayanthi (A small journey with Sri Muthuswamy Dikshitar),The Mylapore Fine Arts Club,MFAC8918
2026-01-07,17:45,Ms. Jayasakthi,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-07,19:15,Kum. Sruthy Thampuratty,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-08,17:45,Students of Kalanrithya Arts Academy,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
2026-01-08,19:15,Students of Lakshana Academy of Fine Arts,Anbe Jeevatharam (Dance),The Mylapore Fine Arts Club,MFAC8918
2026-01-09,17:45,Kum. Sankavi Puhazhendi & Kum. Surabi Puhazhendi,Bharathanatyam,The Mylapore Fine Arts Club,MFAC8918
